id,kod,nazov_sk,nazov_lat,skupina,skladom_ks,stav_skladom,zaradenie,posledny_pohyb,hb,pc,sz,aq,vs,mo,pccz,szcz,cz1,pl,uk,hu,ch
3079,TR417,Aligator severoamerický,Alligator mississippiensis,Terarijné zvieratá Krokodíly,0,0,02.08.2023,,0,0,0,1,0,1,0,0,1,1,1,1,1
521,TR24,Kajman okuliarnatý,Cayman crocodilus,Terarijné zvieratá Krokodíly,0,0,02.11.2017,,0,0,0,1,0,1,0,0,1,1,1,1,1
3077,TR415,Krokodíl nílsky,Cayman niloticus,Terarijné zvieratá Krokodíly,0,0,01.08.2023,,0,0,0,1,0,1,0,0,1,1,1,1,1
3078,TR416,Gavial Indický,Gavialis gangeticus,Terarijné zvieratá Krokodíly,0,0,02.08.2023,,0,0,0,1,0,1,0,0,0,1,1,1,1
522,TR26,Kajman trpaslíčí trigonatus,Paleosuchus trigonatus,Terarijné zvieratá Krokodíly,0,0,02.11.2017,,0,0,0,1,0,1,0,0,1,1,1,1,1
523,TR25,Kajman trpaslíčí,Paleosuchus palpebrosus,Terarijné zvieratá Krokodíly,0,0,02.11.2017,,0,0,0,1,0,1,0,0,1,1,1,1,1
